UP_CP,Next_DS_CP,ChLosFac,LAT,LONG
231801,231702,0.0040,31.599028789999998,-97.170547769999999
W12251,CON078,0.0080,31.491094180000001,-97.263070799999994
W12252,231501,0.0000,31.610902459999998,-97.280745690000003
W12261,CON206,0.0000,32.119156279999999,-98.160329750000002
W12262,231501,0.0280,31.601402860000000,-97.294308380000004
W12461,230701,0.0000,31.590769909999999,-97.619542510000002
W12462,W12251,0.0000,31.491195650000002,-97.267894790000000
W12551,CON207,0.0000,32.127364419999999,-98.158346440000003
W12552,CON208,0.0000,32.238246760000003,-98.210896169999998
CON071,227101,0.0000,31.988392290000000,-97.839343569999997
CON072,227801,0.0220,32.003327169999999,-97.778345329999993
CON074,229001,0.0050,31.809215370000000,-97.601318259999999
CON075,229202,0.0050,31.699752090000000,-97.528518050000002
CON077,W12462,0.0000,31.491195650000002,-97.267894790000000
CON078,231501,0.0050,31.514700130000001,-97.247300749999994
CON079,226901,0.0090,31.984523899999999,-97.886128659999997
CON201,225402,0.0000,31.993000120000001,-98.067882249999997
CON202,225404,0.0000,31.997858569999998,-98.083248449999999
CON203,225101,0.0000,32.035436120000000,-98.100988290000004
CON204,CON203,0.0000,32.038122840000000,-98.108821500000005
CON205,555721,0.0000,32.088461529999996,-98.155465570000004
CON206,222601,0.0000,32.101085699999999,-98.156432330000001
CON207,W12261,0.0000,32.127368689999997,-98.158650359999996
CON208,561931,0.0000,32.223894989999998,-98.196578340000002
CON209,W12552,0.0000,32.238259210000002,-98.211807690000001
CON210,CON209,0.0000,32.235175099999999,-98.269627880000002
CON211,CON210,0.0000,32.237219529999997,-98.288135960000005
CON212,555101,0.0050,31.796536750000001,-97.583785289999994
CON213,231206,0.0000,31.635013430000001,-97.535045080000003
CON214,231303,0.0000,31.565426890000001,-97.372625209999995
CON215,MBMG38,0.0000,31.534259129999999,-97.410009029999998
NBHI35,226101,0.0050,31.977318130000000,-98.034549749999996
NBCL36,229201,0.0000,31.785937669999999,-97.567413750000000
NBVM37,230000,0.0040,31.669784620000001,-97.469158370000002
MBMG38,CON077,0.0340,31.509167930000000,-97.365437959999994
HGCR39,CON078,0.0410,31.555572210000001,-97.356295810000006
BOWA40,231703,0.0040,31.601068460000000,-97.193441680000006
102191,230901,0.0000,31.407851130000001,-97.370365219999996
102902,222001,0.0000,32.196930199999997,-98.182205990000000
382631,286901,0.0000,31.716603559999999,-98.017602380000000
P40121,W12191,0.0010,31.003007749999998,-97.386357029999999
P40122,P40121,0.0000,31.018492790000000,-97.388332980000001
401203,P40122,0.0000,31.019325460000001,-97.391311250000001
421811,421822,0.0000,31.067068119999998,-97.596917309999995
421812,294501,0.0000,31.064942830000000,-97.593367310000005
421821,421811,0.0000,31.068751010000000,-97.604383139999996
421822,421812,0.0000,31.067068119999998,-97.596917309999995
P40241,P40242,0.0000,31.085039410000000,-97.446578869999996
P40242,402403,0.0000,31.079601180000001,-97.444923410000001
402403,LEBE49,0.0000,31.074928560000000,-97.442946860000006
508801,508921,0.0000,31.087066709999998,-97.648676870000003
508911,421821,0.0000,31.085977069999998,-97.631282810000002
508921,508911,0.0000,31.088281989999999,-97.630623959999994
P53301,533002,0.0000,31.100020740000001,-97.371972679999999
533002,533031,0.0000,31.100020740000001,-97.371972679999999
533003,533032,0.0000,31.096271410000000,-97.377483290000001
533031,533003,0.0000,31.100020740000001,-97.371972679999999
533032,CON091,0.0000,31.096271410000000,-97.377483290000001
533051,533003,0.0000,31.099524450000001,-97.372887370000001
539001,539031,0.0000,32.023453529999998,-98.336005720000003
539031,284602,0.0000,32.023453529999998,-98.336005720000003
547211,295301,0.0000,31.018865320000000,-97.394025780000007
547221,295302,0.0000,31.016485530000001,-97.403696380000000
281301,290901,0.0010,31.350285639999999,-97.518954870000002
281302,281301,0.0000,31.352745039999999,-97.526420150000007
281401,281701,0.0000,31.872279450000001,-98.327771569999996
281411,281801,0.0000,31.854365439999999,-98.315674650000005
281411,365303,0.0000,31.854365439999999,-98.315674650000005
281421,281501,0.0100,31.856713960000000,-98.358628789999997
281421,3653AA,6,31.856713960000000,-98.358628789999997
281501,281601,0.0000,31.857337720000000,-98.346809239999999
281502,281602,0.0000,31.857828749999999,-98.344983189999994
281503,281603,0.0000,31.861147140000000,-98.342805619999993
281601,281502,0.0000,31.857337720000000,-98.346809239999999
281602,281503,0.0000,31.857828749999999,-98.344983189999994
281603,281701,0.0210,31.861147140000000,-98.342805619999993
281701,281411,0.0100,31.859671150000000,-98.327995180000002
281701,3653BB,6,31.859671150000000,-98.327995180000002
281801,281901,0.0000,31.850408259999998,-98.308176959999997
281901,282002,0.0100,31.850408259999998,-98.308176959999997
282001,282101,0.0100,31.849546190000002,-98.301228989999998
282001,28220A,6,31.849546190000002,-98.301228989999998
282002,282001,0.0000,31.849082169999999,-98.305172380000002
282101,282201,0.0000,31.850008960000000,-98.297284259999998
282102,282202,0.0000,31.848711430000002,-98.296399710000003
282103,282203,0.0000,31.849181970000000,-98.293061050000006
282104,282204,0.0000,31.846340000000001,-98.292203209999997
282105,282205,0.0000,31.844004179999999,-98.290732730000002
282201,282102,0.0000,31.850008960000000,-98.297284259999998
282202,282103,0.0000,31.848711430000002,-98.296399710000003
282203,282104,0.0000,31.849181970000000,-98.293061050000006
282204,282105,0.0000,31.846340000000001,-98.292203209999997
282205,28220B,6,31.844004179999999,-98.290732730000002
282205,282301,0.0100,31.844004179999999,-98.290732730000002
282301,282401,0.0000,31.842915399999999,-98.286210199999999
282401,282501,0.0100,31.844392129999999,-98.281037490000003
282501,282502,0.0000,31.842775849999999,-98.275616760000005
282502,282503,0.0100,31.841470180000002,-98.274127879999995
282503,282504,0.0000,31.836324090000002,-98.274222060000000
282504,282601,0.0100,31.831375479999998,-98.269772200000006
282601,282701,0.0000,31.831543470000000,-98.263108700000004
282701,282801,0.0000,31.830751700000000,-98.261610709999999
282801,282901,0.0100,31.830751700000000,-98.261610709999999
282901,283001,0.0000,31.828354910000002,-98.255600759999993
282902,283101,0.0000,31.823965399999999,-98.254471170000002
283001,282902,0.0000,31.824479449999998,-98.254461649999996
283002,283901,0.0000,31.806559170000000,-98.223318950000007
283101,283201,0.0100,31.821399889999999,-98.255123350000005
283102,283301,0.0000,31.815449800000000,-98.252812090000006
283201,283102,0.0000,31.815711440000001,-98.253110239999998
283202,283203,0.0000,31.810267240000002,-98.250185230000000
283203,283401,0.0100,31.807940169999998,-98.249319470000003
283301,283202,0.0000,31.811819730000000,-98.250761080000004
283401,283504,0.0000,31.806854049999998,-98.245103360000002
283501,283703,0.0000,31.808090060000001,-98.222382519999996
283502,283702,0.0000,31.805583469999998,-98.227271909999999
283503,283701,0.0100,31.804925570000002,-98.235757980000002
283504,283601,0.0000,31.805007270000001,-98.241809090000004
283601,283602,0.0000,31.804995020000000,-98.240900429999996
283602,283503,0.0000,31.805195420000000,-98.236660499999999
283701,283801,0.0000,31.804595330000001,-98.230316130000006
283702,284001,0.0000,31.805583469999998,-98.227271909999999
283801,283502,0.0000,31.805334120000001,-98.227882519999994
283901,283501,0.0000,31.806559170000000,-98.223318950000007
284001,284031,0.0000,31.805567020000002,-98.226061680000001
284031,283002,0.0000,31.805567020000002,-98.226061680000001
284101,284131,0.0000,32.052405739999998,-98.346113230000000
284131,284201,0.0000,32.052405739999998,-98.346113230000000
284201,284231,0.0000,32.052405739999998,-98.346113230000000
284231,284602,0.0000,32.052405739999998,-98.346113230000000
284301,284331,0.0000,32.025341500000003,-98.322625529999996
284331,284401,0.0000,32.025341500000003,-98.322625529999996
284401,284431,0.0000,32.025341500000003,-98.322625529999996
284431,284602,0.0000,32.025341500000003,-98.322625529999996
284501,284531,0.0000,32.018632570000001,-98.321228169999998
284531,284601,0.0000,32.018632570000001,-98.321228169999998
284601,284631,0.0000,32.018632570000001,-98.321228169999998
284602,284632,0.0000,32.015056930000000,-98.323414729999996
284631,284602,0.0000,32.018632570000001,-98.321228169999998
284632,284701,0.0000,32.015056930000000,-98.323414729999996
284701,284731,0.0000,32.008908740000003,-98.325648209999997
284731,285004,0.0000,32.008908740000003,-98.325648209999997
284801,284831,0.0000,31.997997240000000,-98.317653539999995
284831,284901,0.0000,31.997997240000000,-98.317653539999995
284901,284931,0.0000,31.997997240000000,-98.317653539999995
284931,285004,0.0000,31.997997240000000,-98.317653539999995
285001,285201,0.0000,31.961343930000002,-98.309214949999998
285002,285001,0.0000,31.963164400000000,-98.310698290000005
285003,285002,0.0000,31.965506720000000,-98.312777960000005
285004,285003,0.0000,31.967553440000000,-98.311832170000002
285005,285031,0.0000,31.963698040000001,-98.312204739999999
285031,285002,0.0000,31.963698040000001,-98.312204739999999
285101,285131,0.0000,31.950825410000000,-98.311828530000000
285102,285132,0.0000,31.945355020000001,-98.306773870000001
285131,285102,0.0000,31.950825410000000,-98.311828530000000
285132,285201,0.0000,31.945355020000001,-98.306773870000001
285201,285202,0.0000,31.870042829999999,-98.236053960000007
285202,285203,0.0000,31.863634489999999,-98.237990109999998
285203,285301,0.0000,31.862842420000000,-98.236490489999994
285301,285302,0.0000,31.831893480000002,-98.231620899999996
285302,CON084,0.0000,31.829806330000000,-98.229541380000001
285401,285501,0.0000,31.809812430000001,-98.216600080000006
285501,285502,0.0100,31.810742160000000,-98.209318859999996
285502,285601,0.0000,31.809136540000001,-98.204809969999999
285601,285602,0.0100,31.811153290000000,-98.201745720000005
285602,285701,0.0000,31.813107200000001,-98.194141639999998
285701,285702,0.0000,31.812069610000002,-98.193555529999998
285702,285703,0.0000,31.812566900000000,-98.192336690000005
285703,285801,0.0100,31.812524929999999,-98.189310250000005
285801,285802,0.0000,31.808038020000001,-98.181225299999994
285802,285901,0.0000,31.808277600000000,-98.180010100000004
285901,285902,0.0100,31.805363010000001,-98.174013610000003
285902,285903,0.0000,31.803291900000001,-98.173146140000000
285903,286001,0.0100,31.801216549999999,-98.171975829999994
286001,CON085,0.0000,31.793666490000000,-98.165767200000005
286002,286003,0.0000,31.777603630000002,-98.158213829999994
286003,286201,0.0410,31.775540950000000,-98.157951209999993
286101,286131,0.0000,31.698381640000001,-98.235933729999999
286131,CON085,0.0000,31.698381640000001,-98.235933729999999
286201,LEHM46,0.0000,31.788158230000001,-98.122303729999999
286202,286203,0.0000,31.787072370000001,-98.118392790000001
286203,286321,0.0000,31.784236880000002,-98.118146429999996
286251,286203,0.0000,31.785270440000001,-98.118428719999997
286311,286401,0.0000,31.789350819999999,-98.098074299999993
286321,286311,0.0000,31.789434499999999,-98.103821460000006
286401,286501,0.0000,31.782027140000000,-98.090052979999996
286402,286505,0.0000,31.782784800000002,-98.071580659999995
286501,286502,0.0000,31.780417400000001,-98.085547489999996
286502,286503,0.0000,31.781615219999999,-98.079471900000001
286503,286504,0.0000,31.783371429999999,-98.076409799999993
286504,286402,0.0000,31.781001889999999,-98.072827349999997
286505,286601,0.0000,31.782975210000000,-98.067038560000000
286601,286701,0.0010,31.778155540000000,-98.054430670000002
286701,286801,0.0000,31.761252290000002,-98.025740319999997
286801,286802,0.0000,31.751393119999999,-98.020501400000001
286802,286803,0.0000,31.745010940000000,-98.023961850000006
286803,382631,0.0010,31.742571179999999,-98.032784059999997
286901,CON086,0.0000,31.715327129999999,-98.018234539999995
287001,287031,0.0000,31.702134740000002,-98.082598700000005
287031,287101,0.0000,31.702134740000002,-98.082598700000005
287101,287131,0.0000,31.709068139999999,-98.081551259999998
287102,287132,0.0000,31.711636089999999,-98.081196419999998
287103,287133,0.0000,31.712391029999999,-98.079973039999999
287131,287201,0.0000,31.709068139999999,-98.081551259999998
287132,287202,0.0000,31.711636089999999,-98.081196419999998
287133,287203,0.0000,31.712391029999999,-98.079973039999999
287201,287231,0.0000,31.709068139999999,-98.081551259999998
287202,287232,0.0000,31.711636089999999,-98.081196419999998
287203,287233,0.0000,31.712391029999999,-98.079973039999999
287231,287102,0.0000,31.709068139999999,-98.081551259999998
287232,287103,0.0000,31.711636089999999,-98.081196419999998
287233,CON086,0.0000,31.712391029999999,-98.079973039999999
287311,287402,0.0000,31.713886120000002,-97.991356539999998
287321,287311,0.0000,31.711007510000002,-98.005022170000004
287401,287411,0.0000,31.694477419999998,-97.984514340000004
287402,287421,0.0000,31.702920450000001,-97.981310329999999
287411,287431,0.0000,31.694477419999998,-97.984514340000004
287421,287401,0.0000,31.702920450000001,-97.981310329999999
287431,287502,0.0000,31.694477419999998,-97.984514340000004
287501,287401,0.0000,31.706405700000001,-97.990306329999996
287502,287531,0.0000,31.694477419999998,-97.984514340000004
287531,287601,0.0000,31.694477419999998,-97.984514340000004
287601,287602,0.0000,31.693966950000000,-97.984827850000002
287602,287603,0.0000,31.693980969999998,-97.985734089999994
287603,287604,0.0000,31.692189530000000,-97.986376190000001
287604,287702,0.0000,31.689870079999999,-97.986124360000005
287701,287711,0.0000,31.676111559999999,-97.945616659999999
287702,287721,0.0000,31.686693680000001,-97.980448050000007
287711,288002,0.0010,31.676111559999999,-97.945616659999999
287721,287803,0.0000,31.686693680000001,-97.980448050000007
287801,287904,0.0000,31.678169940000000,-97.978514939999997
287802,287901,0.0000,31.687137369999999,-97.975904889999995
287803,287802,0.0000,31.686693680000001,-97.980448050000007
287901,287902,0.0000,31.687076290000000,-97.971977719999998
287902,287903,0.0000,31.686262330000002,-97.969274490000004
287903,CON087,0.0000,31.685453030000001,-97.966873800000002
287904,287931,0.0000,31.679862690000000,-97.971527440000003
287931,CON087,0.0000,31.679862690000000,-97.971527440000003
288001,288101,0.0000,31.644814719999999,-97.919710589999994
288002,288102,0.0000,31.647722869999999,-97.924480869999996
288101,288206,0.0000,31.641675249999999,-97.916456670000002
288102,288001,0.0000,31.645635639999998,-97.922713229999999
288201,288421,0.0000,31.644548300000000,-97.903099429999997
288202,288201,0.0000,31.641180039999998,-97.901663209999995
288203,288202,0.0000,31.637839870000001,-97.902039819999999
288204,288203,0.0000,31.633533700000001,-97.906364130000000
288205,288204,0.0000,31.636160550000000,-97.909630109999995
288206,288301,0.0000,31.640359499999999,-97.914672289999999
288301,288205,0.0000,31.638815200000000,-97.914706370000005
288411,288501,0.0000,31.655450569999999,-97.892885559999996
288501,288502,0.0000,31.648896810000000,-97.885478969999994
288502,288705,0.0020,31.642697340000002,-97.884106709999998
288601,288701,0.0000,31.577096539999999,-97.870176889999996
288701,288801,0.0000,31.576057519999999,-97.869597119999995
288702,288601,0.0000,31.577596300000000,-97.869260199999999
288703,288702,0.0000,31.578338779999999,-97.867431260000004
288704,288703,0.0000,31.582960090000000,-97.866723820000004
288705,288704,0.0000,31.585007930000000,-97.866073069999999
288801,289003,0.0010,31.571035590000001,-97.877256779999996
289001,289103,0.0010,31.552722310000000,-97.890646619999998
289002,289001,0.0000,31.552212630000000,-97.890960160000006
289003,289002,0.0000,31.551959960000001,-97.891267959999993
289101,289202,0.0000,31.522230499999999,-97.851799349999993
289102,289101,0.0000,31.522517940000000,-97.853602649999999
289103,289102,0.0000,31.523082280000001,-97.856607999999994
289201,289301,0.0000,31.522160670000002,-97.847575829999997
289202,289201,0.0000,31.522438200000000,-97.848776500000000
289301,289402,0.0000,31.526323999999999,-97.834807850000004
289401,CON088,0.0010,31.515942549999998,-97.829614960000001
289402,289401,0.0000,31.520285940000001,-97.827704229999995
289501,289609,0.0000,31.522121299999998,-97.940511220000005
289502,289501,0.0000,31.521897719999998,-97.942629260000004
289503,289608,0.0000,31.530364240000001,-97.940935990000000
289601,289701,0.0000,31.511310250000001,-97.908163360000003
289602,289601,0.0000,31.511334510000001,-97.909671700000004
289603,289602,0.0000,31.512149709999999,-97.912369420000005
289604,289603,0.0000,31.513732160000000,-97.914746919999999
289605,289604,0.0000,31.515814670000001,-97.916209969999997
289606,289605,0.0000,31.520760889999998,-97.919721910000007
289607,289606,0.0000,31.520828380000001,-97.923945419999995
289608,289607,0.0000,31.523278820000002,-97.932339220000003
289609,289607,0.0000,31.522292790000002,-97.935076780000003
289701,CON088,0.0000,31.500318620000002,-97.834196070000004
289801,289906,0.0020,31.484289449999999,-97.799273400000004
289802,289801,0.0000,31.482755950000001,-97.799912960000000
289901,290002,0.0000,31.468416479999998,-97.744153100000005
289902,289901,0.0000,31.472008020000001,-97.743464990000007
289903,289902,0.0000,31.474333760000000,-97.744012100000006
289904,289903,0.0000,31.474869250000001,-97.745205740000003
289905,289904,0.0000,31.475157630000002,-97.747009149999997
289906,289905,0.0000,31.476202440000002,-97.747888770000003
290001,290102,0.0000,31.458497569999999,-97.751024150000006
290002,290001,0.0000,31.462057819999998,-97.748527100000004
290101,LEGT47,0.0000,31.445165599999999,-97.754053339999999
290102,290101,0.0000,31.446966880000002,-97.754010609999995
290201,290302,0.0010,31.352853289999999,-97.657144329999994
290401,572901,0.0002,31.347484819999998,-97.602760329999995
290402,290401,0.0000,31.345498800000001,-97.606726460000004
290501,CON089,0.0000,31.430796860000001,-97.598239890000002
290601,290801,0.0010,31.363989870000001,-97.549324069999997
290701,290901,0.0000,31.345255030000001,-97.525110569999995
290801,281302,0.0000,31.355854749999999,-97.527543940000001
290901,290902,0.0000,31.330802089999999,-97.523078589999997
290902,291001,0.0000,31.330270280000001,-97.522188040000003
291001,291101,0.0000,31.331482200000000,-97.518242290000003
291101,W12212,0.0020,31.331453400000001,-97.516736929999993
291401,CON090,0.0050,31.314057330000001,-97.469017059999999
291511,CON090,0.0000,31.244336090000001,-97.537670550000001
291521,291511,0.0000,31.251139510000002,-97.543512050000004
291611,291821,0.0000,31.643065539999998,-98.504626939999994
291621,291611,0.0000,31.639766359999999,-98.508606670000006
291701,291731,0.0000,31.664648509999999,-98.501565479999996
291731,291821,0.0000,31.664648509999999,-98.501565479999996
291811,291831,0.0000,31.675586089999999,-98.468452339999999
291821,291832,0.0000,31.674602969999999,-98.472397279999996
291831,292101,0.0000,31.675586089999999,-98.468452339999999
291832,291811,0.0000,31.675868540000000,-98.470564220000000
291901,292002,0.0000,31.643733829999999,-98.473499799999999
291902,291931,0.0000,31.642190530000001,-98.473524729999994
291903,291932,0.0000,31.641668270000000,-98.472929629999996
291931,291901,0.0000,31.642190530000001,-98.473524729999994
291932,291902,0.0000,31.641668270000000,-98.472929629999996
292001,292101,0.0000,31.649463069999999,-98.457395620000000
292002,292031,0.0000,31.647951949999999,-98.460139699999999
292031,292001,0.0000,31.647951949999999,-98.460139699999999
292101,292102,0.0000,31.676029100000001,-98.440643129999998
292102,292103,0.0000,31.678058620000002,-98.438191889999999
292103,292201,0.0000,31.680627529999999,-98.437846870000001
292201,292202,0.0000,31.679970520000001,-98.426071329999999
292202,292301,0.0000,31.679948610000000,-98.424259019999994
292301,292401,0.0000,31.681136500000001,-98.416079379999999
292401,292621,0.0000,31.685054040000001,-98.399693339999999
292402,292431,0.0000,31.684058180000001,-98.402429359999999
292431,292401,0.0000,31.684058180000001,-98.402429359999999
292611,292721,0.0000,31.692837420000000,-98.363289429999995
292621,292611,0.0000,31.691448070000000,-98.375706620000003
292711,292801,0.0000,31.684958730000002,-98.350732410000006
292721,292711,0.0000,31.688902030000001,-98.357312519999994
292801,292901,0.0000,31.653357750000001,-98.256111619999999
292901,292902,0.0000,31.645606740000002,-98.234804350000005
292902,292903,0.0000,31.645337999999999,-98.233903339999998
292903,293001,0.0000,31.643379880000001,-98.222460220000002
293001,293002,0.0000,31.610144450000000,-98.164194730000006
293002,293101,0.0000,31.607700399999999,-98.155181409999997
293101,293102,0.0000,31.598051340000001,-98.146311119999993
293102,293103,0.0000,31.595710680000000,-98.144545870000002
293103,293201,0.0000,31.593115590000000,-98.143086679999996
293201,293321,0.0000,31.526751409999999,-98.092187690000003
293301,293311,0.0000,31.337961960000001,-97.899941810000001
293311,COPI48,0.0000,31.324883950000000,-97.902941819999995
293321,293311,0.0000,31.339030090000001,-97.902327430000000
293401,COPI48,0.0000,31.278159469999999,-97.910295300000001
293402,293401,0.0000,31.278294890000002,-97.918718089999999
293501,CON092,0.0000,31.220247950000001,-97.926307530000003
293502,293501,0.0000,31.215202779999998,-97.932734159999995
293503,293531,0.0000,31.213687709999999,-97.934571070000004
293601,293602,0.0000,31.105906600000001,-97.473659380000001
293602,293631,0.0000,31.105906600000001,-97.473659380000001
293631,516001,0.0000,31.105906600000001,-97.473659380000001
293701,P40241,0.0010,31.099390759999999,-97.456408499999995
293801,293831,0.0000,31.064619929999999,-97.442323470000005
293831,294001,0.0010,31.064619929999999,-97.442323470000005
293901,293801,0.0000,31.065906070000000,-97.442288880000007
293951,293801,0.0000,31.065906070000000,-97.442288880000007
294001,294101,0.0000,31.056119649999999,-97.416126419999998
294101,CON091,0.0000,31.053773830000001,-97.414688409999997
294611,294721,0.0000,31.076590560000000,-97.528500480000005
294611,294801,0.0000,31.076590560000000,-97.528500480000005
294621,294611,0.0000,31.078763389999999,-97.534451140000002
294201,295221,0.0000,31.021847240000000,-97.427262979999995
294202,295101,0.0000,31.023175729999998,-97.429329350000003
294203,294202,0.0000,31.028200859999998,-97.436097889999999
294204,294203,0.0000,31.033621430000000,-97.436852099999996
294205,CON098,0.0000,31.038516110000000,-97.437020759999996
294301,294331,0.0000,31.085292639999999,-97.678756440000001
294302,508801,0.0000,31.099325019999998,-97.671805300000003
294331,294302,0.0000,31.085292639999999,-97.678756440000001
294332,294301,0.0000,31.083818800000000,-97.682697489999995
294333,294301,0.0000,31.082468049999999,-97.679126089999997
294351,294301,0.0000,31.082468049999999,-97.679126089999997
294401,294431,0.0000,31.106236719999998,-97.599232770000000
294431,294501,0.0000,31.106236719999998,-97.599232770000000
294501,294621,0.0000,31.071768790000000,-97.559257950000003
294711,295002,0.0000,31.081178120000001,-97.486030560000003
294721,294801,0.0000,31.079814809999998,-97.495377540000007
294721,294802,0.0000,31.079814809999998,-97.495377540000007
294801,294901,0.0000,31.082124870000001,-97.495015980000005
294801,294721,0.0000,31.082124870000001,-97.495015980000005
294901,294711,0.0000,31.081733490000001,-97.488118130000004
295001,CON098,0.0000,31.061852909999999,-97.471826140000005
295002,295001,0.0000,31.063437680000000,-97.473887180000006
295101,294201,0.0000,31.023163790000002,-97.428728640000003
295211,547221,0.0010,31.020130200000001,-97.418605220000003
295221,295211,0.0000,31.020950209999999,-97.420984419999996
295301,401203,0.0000,31.019337570000001,-97.391911930000006
295302,547211,0.0000,31.017424269999999,-97.399168509999996
347601,CON083,0.0000,31.819263010000000,-98.410128009999994
347601,3629D1,0.0000,31.819263010000000,-98.410128009999994
362601,LEHS45,0.0090,31.957637330000001,-98.467807050000005
362602,362701,0.0090,31.958709169999999,-98.471427009999999
362603,362602,0.0000,31.960006640000000,-98.472314990000001
362701,362601,0.0000,31.958687879999999,-98.469607999999994
362901,362931,0.0000,32.033491550000001,-98.377084150000002
362931,CON080,0.0000,32.033491550000001,-98.377084150000002
363001,363101,0.0210,31.952588060000000,-98.454250790000003
363101,363201,0.0100,31.939991379999999,-98.455366310000002
363201,363301,0.0100,31.929190890000001,-98.456148760000005
363301,363401,0.0410,31.923212050000000,-98.451096660000005
363301,363422,0.0356,31.923212050000000,-98.451096660000005
363401,363501,0.0000,31.898301810000000,-98.433935800000000
363401,363412,0.0000,31.898301810000000,-98.433935800000000
363501,CON081,0.0100,31.901808920000001,-98.426001869999993
363601,CON082,0.0000,31.897571119999999,-98.416077209999997
363701,363731,0.0000,31.893086210000000,-98.585773810000006
363702,363732,0.0000,31.890473080000000,-98.582178299999995
363703,363733,0.0000,31.891733609999999,-98.579736159999996
363731,363702,0.0000,31.893086210000000,-98.585773810000006
363732,363703,0.0000,31.890473080000000,-98.582178299999995
363733,363801,0.0000,31.891733609999999,-98.579736159999996
363801,363831,0.0000,31.904944120000000,-98.540762029999996
363831,363901,0.0000,31.904944120000000,-98.540762029999996
363901,364003,0.0000,31.904944120000000,-98.540762029999996
364001,364031,0.0000,31.908255720000000,-98.514960799999997
364002,364032,0.0000,31.908015330000001,-98.516478359999994
364003,364033,0.0000,31.906996400000001,-98.517404240000005
364031,364201,0.0000,31.908255720000000,-98.514960799999997
364032,364001,0.0000,31.908015330000001,-98.516478359999994
364033,364002,0.0000,31.906996400000001,-98.517404240000005
364131,364201,0.0000,31.895019000000001,-98.505172979999998
364201,CON081,0.0000,31.883494689999999,-98.465680860000006
364201,3629F2,0.0000,31.883494689999999,-98.465680860000006
364301,364331,0.0000,31.866485310000002,-98.508047919999996
364302,364332,0.0000,31.867230379999999,-98.505613560000000
364303,364333,0.0000,31.867455620000001,-98.502884260000002
364304,364334,0.0000,31.868711200000000,-98.500139880000006
364331,364302,0.0000,31.866485310000002,-98.508047919999996
364332,364303,0.0000,31.867230379999999,-98.505613560000000
364333,364304,0.0000,31.867455620000001,-98.502884260000002
364334,364401,0.0000,31.868711200000000,-98.500139880000006
364401,364431,0.0000,31.874017340000002,-98.491575850000004
364431,CON081,0.0000,31.874017340000002,-98.491575850000004
364431,3629F2,0.0000,31.874017340000002,-98.491575850000004
364501,364531,0.0000,31.862837389999999,-98.481761719999994
364531,CON081,0.0000,31.862837389999999,-98.481761719999994
364531,3629F2,0.0000,31.862837389999999,-98.481761719999994
364532,364501,0.0000,31.862332769999998,-98.482679259999998
364601,363601,0.0000,31.900442739999999,-98.419360870000006
364701,364731,0.0000,31.903573099999999,-98.401738409999993
364702,364732,0.0000,31.906645980000000,-98.400474489999993
364731,364801,0.0000,31.903573099999999,-98.401738409999993
364732,364801,0.0000,31.906645980000000,-98.400474489999993
364801,CON082,0.0000,31.902103810000000,-98.407822069999995
364802,364901,0.0000,31.891605460000001,-98.412239389999996
364901,365001,0.0000,31.891341619999999,-98.411637369999994
365001,365102,0.0100,31.888951740000000,-98.405621069999995
365001,3636XB,0.0077,31.888951740000000,-98.405621069999995
365101,365301,0.0000,31.872498740000001,-98.407110689999996
365102,365201,0.0100,31.876972769999998,-98.415211869999993
365102,36520A,0.0088,31.876972769999998,-98.415211869999993
365201,365101,0.0000,31.872330720000001,-98.414380390000005
365201,363421,0.0000,31.872330720000001,-98.414380390000005
365301,365401,0.0100,31.871176049999999,-98.404103989999996
365401,365402,0.0000,31.868528220000002,-98.398092230000003
365402,365502,0.0100,31.867711940000000,-98.394472170000000
365501,365601,0.0210,31.864973780000000,-98.381196110000005
365502,365501,0.0000,31.865780300000001,-98.383906659999994
365601,365701,0.0100,31.873503860000000,-98.363485200000000
365701,365801,0.0000,31.863623990000001,-98.355479680000002
365801,CON083,0.0100,31.862858859999999,-98.356099310000005
365901,365931,0.0000,31.852768210000001,-98.617865379999998
365931,366201,0.0000,31.852768210000001,-98.617865379999998
365931,366202,0.0000,31.852768210000001,-98.617865379999998
366001,366002,0.0000,31.811846840000001,-98.617557320000003
366002,366003,0.0000,31.811846840000001,-98.617557320000003
366003,366031,0.0000,31.811846840000001,-98.617557320000003
366031,366101,0.0000,31.811846840000001,-98.617557320000003
366101,366201,0.0000,31.826300920000001,-98.597368840000001
366201,366231,0.0000,31.818889769999998,-98.578411590000002
366231,347601,0.0000,31.818889769999998,-98.578411590000002
366231,3629A1,0.0000,31.818889769999998,-98.578411590000002
366301,366331,0.0000,31.748671389999998,-98.512632190000005
366331,347601,0.0000,31.748671389999998,-98.512632190000005
366331,3629A1,0.0000,31.748671389999998,-98.512632190000005
293531,293502,0.0000,31.213687709999999,-97.934571070000004
515901,515931,0.0000,31.971634420000001,-98.476371250000000
515931,362603,0.0090,31.971634420000001,-98.476371250000000
515951,362603,0.0000,31.970601630000001,-98.476084470000004
516001,516002,0.0000,31.105906600000001,-97.473659380000001
516002,516031,0.0000,31.105906600000001,-97.473659380000001
516031,293701,0.0000,31.105906600000001,-97.473659380000001
283703,CON084,0.0100,31.808090060000001,-98.222382519999996
288421,288411,0.0000,31.648922500000001,-97.903002360000002
290301,290311,0.0000,31.338713139999999,-97.615632180000006
290311,290402,0.0000,31.338713139999999,-97.615632180000006
