CPID,NHDPlusID,lat,lon
532301,3.00002E+13,29.3843071,-95.57168431
532701,3.00002E+13,29.30151348,-95.57753326
532901,3.00002E+13,29.07449981,-95.57286144
533001,3.00002E+13,29.06594391,-95.56412726
533201,3.00002E+13,28.91523304,-95.38734871
536501,3.00002E+13,29.15238361,-95.58845383
536531,3.00002E+13,29.15644454,-95.60888822
549201,3.00002E+13,29.22067487,-95.62917821
549231,3.00002E+13,29.22067487,-95.62917821
516602,3.00002E+13,29.50404599,-95.55378386
516601,3.00002E+13,29.45590338,-95.53324567
516603,3.00002E+13,29.5813353,-95.78009871
P41051,3.00002E+13,29.18217471,-95.60006356
423201,3.00002E+13,29.6578899,-95.988136
423202,3.00002E+13,29.6578899,-95.988136
423203,3.00002E+13,29.6578899,-95.988136
423204,3.00002E+13,29.6578899,-95.988136
423231,3.00002E+13,29.6578899,-95.988136
519901,3.00002E+13,29.53749702,-95.5522448
519951,3.00002E+13,29.52204809,-95.56744327
516802,3.00002E+13,29.64460163,-95.90254947
531902,3.00002E+13,29.90313118,-95.9951313
531901,3.00002E+13,29.89411665,-95.99520921
531951,3.00002E+13,29.90313118,-95.9951313
531931,3.00002E+13,29.90313118,-95.9951313
531932,3.00002E+13,29.89411665,-95.99520921
517351,3.00002E+13,29.55026354,-95.70633689
517301,3.00002E+13,29.55593418,-95.70638099
511051,3.00002E+13,29.56538038,-95.66573195
511002,3.00002E+13,29.55447656,-95.67095343
511032,3.00002E+13,29.55447656,-95.67095343
511001,3.00002E+13,29.55485411,-95.67448578
511031,3.00002E+13,29.55485411,-95.67448578
511501,3.00002E+13,29.44549658,-95.61927725
511551,3.00002E+13,29.40414184,-95.54921908
532601,3.00002E+13,29.39021563,-95.61570501
532633,3.00002E+13,29.37404634,-95.61852493
532631,3.00002E+13,29.37698389,-95.59829454
532632,3.00002E+13,29.37735552,-95.59414495
532001,3.00002E+13,29.5813353,-95.78009871
532051,3.00002E+13,29.51095297,-95.75597337
556721,3.00002E+13,29.58686498,-95.72186943
556711,3.00002E+13,29.57457069,-95.70880645
556751,3.00002E+13,29.57483625,-95.70801893
532201,3.00002E+13,29.45590338,-95.53324567
516701,3.00002E+13,29.50404599,-95.55378386
516702,3.00002E+13,29.64460163,-95.90254947
532802,3.00002E+13,29.0521263,-95.5524001
532854,3.00002E+13,29.06684089,-95.5164115
532804,3.00002E+13,29.04261098,-95.47310211
532831,3.00002E+13,29.04261098,-95.47310211
532801,3.00002E+13,29.24350599,-95.56249064
532851,3.00002E+13,29.06850015,-95.49779374
532852,3.00002E+13,29.06850015,-95.49779374
536601,3.00002E+13,29.24350599,-95.56249064
536602,3.00002E+13,29.0521263,-95.5524001
536604,3.00002E+13,29.04261098,-95.47310211
560651,3.00002E+13,29.5217746,-95.80250657
560601,3.00002E+13,29.52337711,-95.8042116
560602,3.00002E+13,29.52433279,-95.8081137
555211,3.00002E+13,29.50505536,-95.56053665
555221,3.00002E+13,29.5096149,-95.57303966
555201,3.00002E+13,29.51575635,-95.59404606
555251,3.00002E+13,29.51066476,-95.57358353
516801,3.00002E+13,29.50404599,-95.55378386
536654,3.00002E+13,29.06684089,-95.5164115
536651,3.00002E+13,29.06850015,-95.49779374
536652,3.00002E+13,29.06850015,-95.49779374
536631,3.00002E+13,29.04261098,-95.47310211
532531,3.00002E+13,29.48844931,-95.62425489
532505,3.00002E+13,29.48844931,-95.62425489
532504,3.00002E+13,29.48844931,-95.62425489
532503,3.00002E+13,29.48844931,-95.62425489
532502,3.00002E+13,29.48844931,-95.62425489
532501,3.00002E+13,29.48844931,-95.62425489
532431,3.00002E+13,29.4074665,-95.66778511
517101,3.00002E+13,29.64460163,-95.90254947
517102,3.00002E+13,29.50404599,-95.55378386
531531,3.00002E+13,30.35756283,-95.95495962
561631,3.00002E+13,30.23986413,-95.97183808
531731,3.00002E+13,30.16327922,-96.02723377
W12011,3.00002E+13,28.87831502,-95.37911139
W12012,3.00002E+13,29.05569932,-95.55871101
W12021,3.00002E+13,30.33048223,-96.15494795
W12091,3.00002E+13,30.33099675,-96.1549273
W12421,3.00002E+13,30.33100564,-96.15522409
W12451,3.00002E+13,29.64485868,-95.90253856
W12452,3.00002E+13,29.5076485,-95.55361816
CON147,3.00002E+13,30.33073977,-96.15493762
CON148,3.00002E+13,30.31067723,-96.09613216
CON149,3.00002E+13,30.13617339,-96.19241839
CON150,3.00002E+13,29.998289,-96.08980112
CON151,3.00002E+13,29.83980701,-96.12203873
CON153,3.00002E+13,29.63372865,-95.99002894
CON154,3.00002E+13,29.54999212,-95.63773451
CON155,3.00002E+13,29.5032743,-95.55381935
